ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Ancilary Feature To Date,Ancillary Feature Cultural Period,Ancillary Feature From Date,Ancillary Feature Type,Ancillary Feature Use Type,Cadastral Reference,Component Type,Condition Description,Condition Image,Condition Type,Construction Technique,Date Condition Assessed,Date Evaluated,Description,Description Type,Designation or Protection From Date,Designation or Protection To Date,Disturbance Type,End Date of Existence,End Date Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Heritage Resource Type,Heritage Resource Type Cultural Period,Heritage Resource Type From Date,Heritage Resource Type To Date,Heritage Resource Use Type,Integrity Type,Keyword,Management Recommendation,Material,Measurement Type,Measurement Unit,Measurement Value,Modification Date,Modification Description,Modification Type,Name,Name Type,Period of Significance From Date,Period of Significance To Date,Place Address,Place Description,Reasons,Recommendation Type,Reference Image,Resource Type Classification,Setting Type,Spatial Coordinates Geometry,Start Date of Existence,Start Date Type,Status,Style,Style Cultural Period,Style From Date,Style To Date,Style Use Type,Threat Type,Type of Designation or Protection
5805f14c-aa22-48df-b93d-5205debee414,,Hollywood Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,1971-10-14,,,,,Processing ID,,HCM-149,,,,,,,,,,,,,,,,,Ennis - Brown House,Primary,,,,,,,/files/uploadedfiles/EnnisBrownHouse.jpg,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2932432005323 34.11635546950023, -118.2931376813776 34.11659253772353, -118.2931343683141 34.11658990779524, -118.2931308560585 34.1165870035621, -118.2931274096867 34.11658404421144, -118.2931240291988 34.11658102974332, -118.2931206815565 34.11657796023781, -118.2931174329327 34.11657486301331, -118.2931142171545 34.11657171075148, -118.2931111002982 34.11656850329205, -118.293108016384 34.11656526827381, -118.2931050313916 34.11656197805802, -118.2931021123796 34.1165586602034, -118.2930992592513 34.11655528723131, -118.2930964721031 34.11655188662036, -118.2930937508388 34.11654843089192, -118.2930088526493 34.1164383094001, -118.2930035759999 34.11643158988873, -118.2929981343537 34.11642492573473, -118.2929925939793 34.11641837173502, -118.292986888608 34.1164118730927, -118.2929810514706 34.11640548468463, -118.2929750823743 34.11639915155382, -118.2929689815119 34.11639292865726, -118.292962748787 34.11638678851648, -118.2929563841996 34.11638073113136, -118.2929498878461 34.11637478398049, -118.2929432926682 34.11636891950518, -118.2929365325898 34.1163631378656, -118.2929297069177 34.11635749377856, -118.2929227162488 34.11635190504866, -118.292915626948 34.11634645395139, -118.2929084388228 34.11634108552953, -118.2929011189316 34.11633582734187, -118.2928937003121 34.11633067930813, -118.2928861829646 34.11632564142843, -118.2928785338508 34.11632071378266, -118.292870819047 34.11631589621089, -118.2928629724769 34.11631118887303, -118.2928550603129 34.11630661908759, -118.2928470162865 34.11630213205751, -118.292838906666 34.11629778257982, -118.2928306983174 34.11629354325596, -118.2928223912405 34.11628941408593, -118.2928140185696 34.11628542246823, -118.2928102793064 34.1162837278427, -118.2928055471703 34.11628154100433, -118.2927970101771 34.11627779709264, -118.2927883744554 34.11627416333481, -118.2927796731396 34.1162706671292, -118.2927709061334 34.11626728099726, -118.292762073533 34.11626403241754, -118.2927531753384 34.11626092139004, -118.2927442115495 34.11625794791472, -118.2927351490321 34.11625508459308, -118.2927260869964 34.1162523586635, -118.2927169262321 34.11624974288755, -118.2927077330076 34.11624729206234, -118.2926984741886 34.1162449787892, -118.2926891827169 34.1162427755096, -118.2926798586887 34.11624070970213, -118.2926704691621 34.11623880892528, -118.2926610469828 34.11623701814196, -118.2926515922468 34.11623536483074, -118.292642104954 34.11623384899152, -118.2926325851045 34.11623247062435, -118.2926230327944 34.11623125720777, -118.2926134478312 34.11623015378473, -118.2926120927924 34.11623001967156, -118.2926038311768 34.1162294351407, -118.2925942146186 34.11622874397447, -118.292587869688 34.11622829219609, -118.2925176785191 34.11622318617902, -118.2925144399301 34.11622294670853, -118.2925111022272 34.11622270747784, -118.2925080284437 34.11622235769314, -118.2925048223159 34.11622195327104, -118.2925016490339 34.1162214938118, -118.2924984426178 34.1162210069539, -118.2924953019893 34.11622043750027, -118.2924921283229 34.11621986812656, -118.2924889874061 34.11621921623708, -118.2924858794313 34.11621853678904, -118.2924827382261 34.11621780246375, -118.292479663001 34.11621704049993, -118.2924765875836 34.11621622357888, -118.292473511974 34.11621535170067, -118.2924704693064 34.11621445226385, -118.2924674264466 34.11621349786982, -118.2924644495666 34.11621251583725, -118.2924614394566 34.11621147892748, -118.2924584952303 34.11621038690055, -118.292455550908 34.11620926739504, -118.2924526395276 34.11620812033097, -118.2924497608969 34.11620689075114, -118.2924468822663 34.11620566117126, -118.2924440363855 34.11620434907574, -118.2924412565807 34.11620303682022, -118.2924384435457 34.11620166968746, -118.2924356963947 34.11620024743765, -118.2924329821855 34.11619879762925, -118.2924303008223 34.11619729278371, -118.292427619363 34.11619576045961, -118.2924250038836 34.11619420049698, -118.2924224212501 34.11619258549721, -118.2924198715586 34.11619094293896, -118.2924173217711 34.11618927290203, -118.2924148378674 34.11618754774809, -118.2924123869057 34.1161857950356, -118.292409968886 34.11618401476454, -118.2924075837122 34.11618217945638, -118.2924052646144 34.1161803439883, -118.2924029452284 34.11617842608455, -118.2924006919184 34.11617650802087, -118.2923984715505 34.11617456239858, -118.2923963170663 34.11617256165935, -118.2923941625823 34.11617056092005, -118.2923920739822 34.11616850506377, -118.292390018324 34.11616642164889, -118.2923880286457 34.1161643105956, -118.2923860719094 34.11616217198378, -118.2923841481152 34.11616000581343, -118.2923822903008 34.11615781200467, -118.2923804654284 34.11615559063736, -118.2923786734981 34.11615334171155, -118.2923769475475 34.11615106514731, -118.292375287577 34.11614876094462, -118.2923736276066 34.11614645674191, -118.2923720665579 34.11614409734227, -118.2923705055094 34.11614173794264, -118.2923690434787 34.11613935082467, -118.2923676143899 34.11613693614814, -118.2923662182432 34.11613449391313, -118.2923648881724 34.11613205151828, -118.2923636240815 34.11612958148501, -118.2923623929326 34.11612708389317, -118.2923611948217 34.11612458622149, -118.2923600957287 34.11612206083144, -118.2923589966356 34.11611953544137, -118.2923579965605 34.11611698233298, -118.2923570294273 34.11611440166609, -118.29235612837 34.11611182083937, -118.2923552603508 34.11610923993266, -118.2923544583114 34.11610663138766, -118.292353722348 34.11610402268271, -118.2923530523644 34.11610138633937, -118.2923524154188 34.11609874991615, -118.2923518115112 34.11609611341302, -118.2923513066214 34.1160934491915, -118.2923508347695 34.11609078489007, -118.2923504289936 34.11608812042883, -118.2923500562557 34.11608545588769, -118.2923497494975 34.1160827637081, -118.2923495088154 34.11608007136871, -118.2923493343051 34.11607740634804, -118.2923491927367 34.11607471376889, -118.2923491172441 34.11607202102984, -118.2923491078275 34.11606932813105, -118.2923491314489 34.11606663515225, -118.2923492542801 34.11606396941231, -118.2923494100531 34.11606127611387, -118.2923495988641 34.1160585827355, -118.2923498538469 34.11605591667586, -118.2923501748096 34.11605322297783, -118.2923505619442 34.11605055659852, -118.2923509821167 34.11604789013931, -118.2923514683649 34.11604522352023, -118.2923520207852 34.11604258421989, -118.2923526392812 34.11603994475967, -118.2923532908151 34.11603730521956, -118.292353975483 34.11603469307808, -118.2923547592646 34.11603208069682, -118.292355576084 34.11602946823569, -118.2923564590754 34.11602688309319, -118.2923573751046 34.11602429787078, -118.2923583573057 34.11602173996712, -118.2923594055825 34.11601918190358, -118.2923604869934 34.11601665123868, -118.292361634576 34.11601414789249, -118.2923628151965 34.11601164446635, -118.2923640619889 34.11600916835891, -118.292365374857 34.11600669209161, -118.292366720859 34.11600424322299, -118.2923681330329 34.11600182167298, -118.2923695783406 34.11599942752166, -118.2923710567823 34.1159970607689, -118.2923726343377 34.11599469377638, -118.292374211989 34.11599235426238, -118.2923758888501 34.11599004198712, -118.2923775658071 34.11598775719045, -118.292379308936 34.11598549971245, -118.2923811181406 34.11598324207451, -118.2923829605752 34.1159810393138, -118.2923848361437 34.11597886395169, -118.2923867777879 34.11597668842967, -118.2923887526621 34.11597456778481, -118.2923907606702 34.11597247453854, -118.2923928348501 34.11597040861093, -118.2923949421639 34.11596837008195, -118.2923970826115 34.11596635895154, -118.292399289231 34.11596437513978, -118.2924015289844 34.1159624187266, -118.2924038019677 34.11596051719056, -118.292406108085 34.11595864305315, -118.2924084473362 34.11595679631425, -118.2924108527591 34.11595497689405, -118.2924132583742 34.11595321243089, -118.292415730161 34.11595147528637, -118.2924182350818 34.11594976554045, -118.2924207731364 34.11594808319308, -118.292423344421 34.11594645572282, -118.2924259488396 34.11594485565113, -118.2924285864882 34.11594331045657, -118.2924312572706 34.11594179266057, -118.2924339612831 34.11594032974168, -118.2924366984295 34.11593889422137, -118.2924394687098 34.11593748609957, -118.2924422391823 34.11593613293488, -118.2924450758265 34.11593480708876, -118.2924479126629 34.11593353619966, -118.2924507826332 34.1159322927092, -118.2924536858335 34.11593110409576, -118.2924566222639 34.11592997035946, -118.2924595586942 34.11592883662307, -118.2924625284507 34.11592778524231, -118.2924655313411 34.11592676126016, -118.2924685344237 34.115925792235, -118.2924715706403 34.11592485060838, -118.292474607049 34.11592396393883, -118.2924776765917 34.11592310466776, -118.2924807794605 34.11592232775239, -118.2924838823293 34.11592155083691, -118.2924869854865 34.11592085635701, -118.2924901217777 34.11592018927566, -118.2924932912989 34.1159195770714, -118.2924964278783 34.11591899242553, -118.2924995976878 34.11591846265679, -118.2925028007275 34.11591798776509, -118.2925059708254 34.11591754043183, -118.2925091741534 34.11591714797564, -118.2925123776737 34.1159168104765, -118.292515614424 34.11591652785443, -118.2925188182327 34.11591627279078, -118.2925220552714 34.11591607260423, -118.2925252593685 34.11591589997608, -118.2925284967918 34.11591580970358, -118.2925317343113 34.11591574690954, -118.2925349719269 34.11591571159398, -118.2925382414266 34.11591534645565, -118.2925414469659 34.1159155860055, -118.2925446856392 34.1159158529538, -118.2925478911785 34.11591609250347, -118.292552253428 34.11591643916817, -118.2925612752681 34.11591713177734, -118.2925970334053 34.11592023274971, -118.2926326941628 34.11592382856565, -118.2926682907714 34.11592797410218, -118.2927037900015 34.11593261448238, -118.2927391919502 34.11593777718487, -118.2927744965215 34.11594343473109, -118.2928096378331 34.11594964223849, -118.2928446816724 34.1159563171113, -118.2928795622531 34.11596354194549, -118.2928942756679 34.11596680374316, -118.292914279287 34.11597123430546, -118.2929488329672 34.11597944914848, -118.2929832231981 34.11598815899618, -118.2930174169422 34.11599736392873, -118.2930513811621 34.11600706402645, -118.2930851819343 34.1160172591293, -118.2931187531835 34.11602794939769, -118.2931520617759 34.11603910743334, -118.2931851738841 34.11605076055478, -118.2932180234327 34.11606290892246, -118.2932506102297 34.11607549757946, -118.2932829344679 34.11608858148318, -118.2933149630137 34.11610213323537, -118.2933466957709 34.11611612535773, -118.2933492438393 34.11611730076098, -118.2932432005323 34.11635546950023))))",,,,,,,,,,National Register of Historic Places
5805f14c-aa22-48df-b93d-5205debee414,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,71000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805f14c-aa22-48df-b93d-5205debee414,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989c036-ce8a-4111-b1e0-d0b46a70f2f7,Primary,Silver Lake - Echo Park - Elysian Valley Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-07-01,"The property meets the following criteria for HCM designation: As an excellent example of International style architecture, it 'embodies the distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction.' Designed by architect, Rudolph M. Schindler, it is the 'notable work of a master builder, designer, or architect.'",Primary,2007-11-20,,,,,Processing ID,,HCM-895,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,,How House,Primary,2026-01-01,,2422 N SILVER RIDGE AVE,,"The property meets the following criteria for HCM designation: As an excellent example of International style architecture, it +Ã³GÃ©Â¼+Ã´embodies the distinguishing characteristics of an architectural-type specimen, inherently valuable for a study of a period style or method of construction.'  Designed by architect, Rudolph M. Schindler, it is the 'notable work of a master builder, designer, or architect.'",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2553686139502 34.10099831627818, -118.2547520236229 34.10099478154105, -118.2547525145606 34.10088486550131, -118.2547530035716 34.10077431745481, -118.2548639601577 34.10077485287896, -118.2553298194832 34.10077716683129, -118.2553492843913 34.10088827724868, -118.2553686139502 34.10099831627818))))",2026-01-01,Built Date,5S1,International,,,,,,Los Angeles Historic-Cultural Monument
5989c036-ce8a-4111-b1e0-d0b46a70f2f7,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,148-5A209 318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989c036-ce8a-4111-b1e0-d0b46a70f2f7,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,148-5A209 324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989c036-ce8a-4111-b1e0-d0b46a70f2f7,,,,,,,,,,,,,,,,,,,,,,,,House ID,,768459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989c036-ce8a-4111-b1e0-d0b46a70f2f7,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989c036-ce8a-4111-b1e0-d0b46a70f2f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 895,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
5a1ac313-6ff6-47d9-9a7c-8f8d67356b01,Primary,Brentwood - Pacific Palisades Community Plan Area,Community Plan Area,,,,,,,,,,,,,2014-06-13,"The property meets the criteria for HCM designation and Criteria C listing in the National Register of Historic Places.  It embodies the distinctive characteristics of a type, period, or method of construction, as an excellent example of Mid-Century Modern architecture, and represents the notable work of master architects Charles Eames and Eero Saarinen.\nThe house was built for the Case Study Program (1945-1966), an experimental project sponsored by Arts & Arts Magazine that commisioned major architects to design inexpensive and efficient Modernist homes.  Prompted by the post-war housing boom, Case Study homes profoundly influenced Modern, residential architecture.",Primary,,,,,,Processing ID,,HCM-530,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,,John Entenza House,Primary,1949-01-01,1966-12-31,205 N CHAUTAUQUA BLVD,,"The property meets the criteria for HCM designation and Criteria C listing in the National Register of Historic Places.  It embodies the distinctive characteristics of a type, period, or method of construction, as an excellent example of Mid-Century Modern architecture, and represents the notable work of master architects Charles Eames and Eero Saarinen.\nThe house was built for the Case Study Program (1945-1966), an experimental project sponsored by Arts & Arts Magazine that commisioned major architects to design inexpensive and efficient Modernist homes.  Prompted by the post-war housing boom, Case Study homes profoundly influenced Modern, residential architecture.",,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.5189756893017 34.0302921210674, -118.5188208543091 34.03035436686278, -118.5186588089599 34.03041950124483, -118.5186524658949 34.03038655376251, -118.5186061856909 34.03014565232476, -118.5184837485385 34.02970508621905, -118.5188323080725 34.02943355322153, -118.5190545698219 34.0297971335002, -118.5191739037156 34.03019981892407, -118.5191694737808 34.03020395981562, -118.519167602966 34.03020564407617, -118.5191636959766 34.03020895835037, -118.5191596892937 34.03021216313742, -118.5191555167396 34.03021523124288, -118.5191534137049 34.03021672414917, -118.519149042105 34.03021962823662, -118.5191468395474 34.03022103913397, -118.5191423345685 34.03022372396318, -118.5191376968926 34.03022629944707, -118.5191353281227 34.0302275187063, -118.5191305570677 34.03022987493182, -118.5189756893017 34.0302921210674))))",1949-01-01,Built Date,1D,"""Modern, Mid-Century""",,,,,,National Register of Historic Places
5a1ac313-6ff6-47d9-9a7c-8f8d67356b01,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B129   856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a1ac313-6ff6-47d9-9a7c-8f8d67356b01,,,,,,,,,,,,,,,,,,,,,,,,House ID,,895259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a1ac313-6ff6-47d9-9a7c-8f8d67356b01,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a1ac313-6ff6-47d9-9a7c-8f8d67356b01,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,13000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a1ac313-6ff6-47d9-9a7c-8f8d67356b01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case Study House#9,Alternative,,,,,,,,,,,,,,,,,,,,
5a1ac313-6ff6-47d9-9a7c-8f8d67356b01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 530,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
5a1ac313-6ff6-47d9-9a7c-8f8d67356b01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case Study House #9,National Register of Historic Places,,,,,,,,,,,,,,,,,,,,
5a34f886-9714-49f8-b881-b94f36f6df4e,Primary,South Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,,,,,,SurveyLA ID,,5a34f886-9714-49f8-b881-b94f36f6df4e,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,No major alterations,2242 S HOBART BLVD,Primary,,,2242 S HOBART BLVD,,,,/files/uploadedfiles/d438c223-f7c0-4b52-8bd5-c726811153ec.JPG,,,GEOMETRYCOLLECTION (POINT (-118.3075 34.03511)),2005-01-01,Built Date,3D,Craftsman,,,,,,
5a34f886-9714-49f8-b881-b94f36f6df4e,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a34f886-9714-49f8-b881-b94f36f6df4e,,,,,,,,,,,,,,,,,,,,,,,,House ID,,571895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a34f886-9714-49f8-b881-b94f36f6df4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,Primary,Bel Air - Beverly Crest Community Plan Area,Community Plan Area,,,,Mature vegetation,,,Chimney,,,,Unknown,,2013-03-05,"A remarkably intact and well-preserved example of the work of Lloyd Wright. Exhibits quality of design, but does not fit neatly into any of the post-war styles of Modernism.",Primary,,,,,,SurveyLA ID,,5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,"""Residential-Single Family, House""",,,,Historic,Retains sufficient integrity to convey significance,,,,,,,,,Appears to be unaltered,Hearn Residence,Primary,1952-01-01,,10511 W SELKIRK LANE,,"A remarkably intact and well-preserved example of the work of Lloyd Wright. Exhibits quality of design, but does not fit neatly into any of the post-war styles of Modernism.",,/files/uploadedfiles/81b09d51-411c-4a35-954b-c10a8fa58ef3.JPG,,,GEOMETRYCOLLECTION (POINT (-118.44823 34.11125)),1952-01-01,Built Date,3S,"""Modern, Mid-Century""",,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,Cladding,,,,Concrete block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,Construction,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,Door,,,,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,Entryway,,,,Recessed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,Facade,,,,Asymmetrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,Plan,,,,Irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,Roof,,,,Flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,Window,,,,Casement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,Window,,,,Floor-to-ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,151-5A151  14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,,,,,,,,,,,,,,,House ID,,982029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hearn Residence,Historic,,,,,,,,,,,,,,,,,,,,
5c829c1a-8f34-4bc1-ba37-14a6e728c0cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10511 W SELKIRK LANE,Alternative,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,Primary,Brentwood - Pacific Palisades Community Plan Area,Community Plan Area,,,,,,,Chimney,,,,Unknown,,2013-02-25,Excellent example of Early Modern residential architecture in Brentwood; work of master architect Lloyd Wright.,Primary,,,,,,SurveyLA ID,,5ec82b30-8e14-4b37-835e-eae641469489,,"""Residential-Single Family, House""",,,,Historic,Retains sufficient integrity to convey significance,,,,,,,,Not fully visible from the public right-of-way.,No major alterations,C. Warwick Evans House,Primary,1936-01-01,,12036 W BENMORE TER,,Excellent example of Early Modern residential architecture in Brentwood; work of master architect Lloyd Wright.,,/files/uploadedfiles/572793ee-8197-4664-8604-a9dfde10f787.JPG,,,GEOMETRYCOLLECTION (POINT (-118.47617 34.06972)),1936-01-01,Built Date,3CS,"""Modern, Early""",,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/9bb057e2-b8bf-4b26-9c64-2f3b46e6baf7.JPG,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/uploadedfiles/9e6b7ade-ee48-4182-ba7f-6dcbcdf98010.JPG,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,Cladding,,,,"Stone, cut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,Construction,,,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,Facade,,,,Asymmetrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,Plan,,,,Irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,Roof,,,,Hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,Window,,,,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,Window,,,,Grouped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,,,,,,,,Not fully visible from the public right-of-way; occupies a steep hillside lot,Architectural Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,135B141    48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,,,,,,,,,,,,,,,House ID,,950598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C. Warwick Evans House,Historic,,,,,,,,,,,,,,,,,,,,
5ec82b30-8e14-4b37-835e-eae641469489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12036 W BENMORE TER,Alternative,,,,,,,,,,,,,,,,,,,,
